"","place","africa_id","asia_id","europe_id","is_place"
"1339","Athanasios","","7872412; 7879553; 7872359; 7880328; 7874958","7220893; 7237071; 7237070; 7237072; 7237076; 7237074; 7237067; 7237068; 7237069; 7237081; 7237080; 7237075; 7237082; 7237079; 7237077; 7237073; 7225629",1
"1340","Samaritans","","","",0
"1341","Protogenes","","","",0
"1342","Askalon","","7001376","",1
"1343","Joseph","1092342","7933804; 7932999; 7932998; 1010397","7597228; 7658548; 7238378; 7239036; 7877707; 7255901; 7255902; 7608107; 7608105; 7595055; 7597227; 7608104; 7608108; 7608106; 7608103; 7608101; 7608100; 7598023; 7608102; 7886890; 7885390; 7102758; 7252695",1
"1344","Gomaris","","","",0
"1345","Galla","7524416; 7541623; 7544406; 7533481; 1110825; 1109157; 7535443; 7535069","7908666; 7988486; 7939025; 8031265","7182783; 7182780",1
"1346","Honorius","","","",0
"1347","Carossa","","","7049439; 7049438",1
"1348","Theophilos","","","",0
"1349","Eudoxios","","","",0
"1350","Menedemos","","","",0
"1351","Meletios","","","7236520",1
"1352","Eunomios","","","",0
"1353","Amphilochios","","","",0
"1354","Pelagios","","","",0
"1355","Enthusiasts","","","",0
"1356","Apolinarios","","","",0
"1357","Akakios","","","7237301",1
"1358","Euphronios","","","",0
"1359","Justa","","1054804","7300836; 7757687; 7757561; 7757562; 7757688; 7324951; 7324950; 7324949; 7757686; 7757685",1
"1360","Micah","","","",0
"1361","Baptist","","","",0
"1362","Marina","8711818","7879144; 7879121; 7879510; 7882414; 7882463; 7882506; 7882686; 7882203; 7879367; 7879737; 7879791; 7879869; 7880091; 7872375; 7872527; 7872288; 7872501; 7872582; 7873185; 7874343; 7874524; 7872581; 7873170; 7880232; 7872195; 7872584; 7872596; 7873289; 7873488; 7873511; 7873549; 7874185; 7874803; 7874852; 7874860; 7880245; 7881180; 7880343; 7880345; 7873080; 7880241; 7875229; 7875250; 7873708; 7872722; 7873001; 7873438; 7874545; 7874553; 7873020; 7873688; 7874064; 7882356; 7872669; 7873085; 7873102; 7874288; 7874696; 7882124; 7882146; 7882373; 7880344; 7880346; 7873119; 7873140; 7882328; 7882638; 7882664; 7874901; 7875125; 7880803; 7879756; 7873833; 7935466; 7682176; 7682174; 7875058; 7873286; 7566827; 7931727; 7681502; 7881891; 7681030; 7875053","7347994; 7219863; 1041984; 7233726; 7217305; 7218499; 7233715; 7220969; 7228260; 7233713; 7233714; 7233712; 7233451; 7233450; 7219671; 7348331; 7005370; 7058835; 7058638; 7051315; 7344637; 7236609; 7057976; 7347113; 7233719; 7233722; 7233717; 7233725; 7233727; 7233724; 7233728; 7233720; 7233721; 7233718; 7233716; 7233711; 7233449; 7344273; 7347648; 7346277; 7008352; 1043468; 7341950; 7341495; 7058354; 1043608; 1043607; 7341282; 1043621; 7342575; 7051629; 7337924; 7048011; 7337309; 1044256; 7046326; 7045064; 7339546; 1044469; 1044482; 7034595; 7338805; 7034600; 7334638; 7333636; 7051650; 7005376; 7045795; 7044967; 1044684; 7336078; 7335838; 7336001; 7043722; 7049960; 1044816; 7048669; 7007783; 1044935; 7332991; 7227370; 7332249; 7050955; 7329686; 7329685; 7329687; 7329683; 7332627; 7050173; 7304617; 1045117; 7306051; 7052916; 1045243; 7231108; 7231107; 7231109; 7051649; 7051648; 7051647; 7051651; 7033398; 7307570; 7597312; 7051642; 7597767; 1045255; 7057300; 7051641; 1045256; 7598287; 1045257; 1045258; 7051638; 7051637; 1045259; 7051635; 7051634; 1045260; 1045261; 1045262; 1045263; 7051630; 1045264; 1005049; 4006938; 1045265; 1045266; 1045267; 1045268; 7051319; 7033394; 7051318; 1046838; 7047806; 7051646; 7051316; 7329684; 7051645; 7051314; 7033600; 7597761; 7051311; 7051644; 7597389; 7627242; 7231105; 7301409; 7055690; 7055617; 7054466; 7301145; 7301157; 1045565; 7303016; 1045668; 7050750; 7050369; 7303832; 7054799; 7053947; 7302176; 7327099; 7327089; 7034368; 7326386; 7326345; 7056249; 7008883; 7051313; 7328147; 7043344; 1062394; 7042987; 7323769; 7323768; 1046276; 1046288; 7598037; 7323323; 7323303; 7040763; 7322513; 7040766; 7040765; 7040764; 7324295; 7324296; 7324297; 7324290; 7324285; 7324288; 7324291; 7324292; 7324293; 7324294; 7324283; 7324284; 7324287; 7324289; 7324282; 7324278; 7324277; 7324276; 7324275; 7324274; 7324273; 7324272; 7324271; 7324281; 7324280; 7757857; 7324279; 7040404; 7051312; 7323959; 7039598; 1046906; 7297960; 7039133; 7038909; 7297639; 1046968; 7901913; 7223928; 1047129; 7033948; 7300188; 7038072; 7037156; 7033660; 7293331",1
"1363","Sebastian","1113728","","7340699; 7343314; 7343297; 7343452; 7325905; 7337955; 7339545; 7339236; 7328379; 7327861; 7605096; 7102504; 7102503; 7008610; 7322461; 7325907; 7296510; 7325906; 7325904; 7325903; 1062466; 4009973; 7325901; 1062467; 7325899; 7297457",1
"1364","Herakleianos","","","",0
"1365","Abdaas","","","",0
"1366","Galla Placidia","","","",0
"1367","Anatolios","","","",0
"1368","Memnon","7539983","7879118; 7880135","",1
"1369","Memnon","7539983","7879118; 7880135","",1
"1370","Honorius","","","",0
"1371","Sermium","","","7015491",1
"1372","Ardabourios","","","",0
"1373","Argagisklos","","","",0
"1374","Sestos","","6005374","",1
"1375","Aspar","","7974318; 8057582; 7933526","",1
"1376","Tatianus","","","",0
"1377","Proterios","","","",0
"1378","Severus","","","",0
"1379","Basiliskos","","","",0
"1380","Timokles","","","",0
"1381","Healing","","","1029497",1
"1382","Marsos","","","",0
"1383","Patricius","","","",0
"1384","Patricius","","","",0
"1385","Triarios","","","",0
"1386","Olybrius","","","",0
"1387","Majorinus","","","",0
"1388","Areadne","","","",0
"1389","Trokoundos","","","",0
"1390","Prokopios","","7879368; 7882284","7235071; 7236229; 7236230; 7226202",1
"1391","Romulus","","","",0
"1392","Leontios","","7872276; 7873863","",1
"1393","Leontios","","7872276; 7873863","",1
"1394","Peter Mongos","","","",0
"1395","Andrew","","7933802; 7570287","4000947; 7465839; 4003008; 7453129; 7462884; 7025929; 7460123; 7447828; 7593995; 4011159; 7442712",1
"1396","Palladios","","","",0
"1397","Diogenes","","","",0
"1398","Athenodoros","","","",0
"1399","Ogaros","","","",0
"1400","Phoenice","","6004687","7032526",1
"1401","Hypatios","","","",0
"1402","Marde","","7552952; 7954611; 7002596","",1
"1403","Theodore","","","7597795",1
"1404","Xenaias","","","",0
"1405","Dagalaiphos","","","",0
"1406","Helias","","","",0
"1407","Xenaias","","","",0
"1408","Theodoret","","","",0
"1409","Stallion","","","",0
"1410","Timothy","","","",0
"1411","Soterichos","","","",0
"1412","Flavian","","","",0
"1413","Incorruptibility","","","",0
"1414","Amantios","","","",0
"1415","Eirenaios","","","",0
"1416","Clones","","","1042722; 7883625",1
"1417","Alexander","1092812; 1119368","1121097","7893333; 7896794; 7060193; 7269141; 7269140",1
"1418","Rufinus","","","",0
"1419","Amer","7532672","1074411; 7951262","1121173; 7258799; 7344799; 7344798; 7007178; 7325088; 7271077",1
"1420","Euagees","","","",0
"1421","Balas","7532048; 7532805","7726990; 7905499","7235405; 7018837; 7235406; 7746633; 7018836",1
"1422","Cilicians","","","",0
"1423","Illyria","","","7016683; 1109398",1
"1424","Adramouton","","","",0
"1425","Kalonymos","","","",0
"1426","Kibamoundos","","","",0
"1427","Carthaginians","","","",0
"1428","Minorica","","","",0
"1429","Symmachos","","","",0
"1430","Ortaias","","","",0
"1431","Symmachos","","","",0
"1432","Mauritania","6003780; 1000176","","",1
"1433","Pudentius","","","",0
"1434","Iaudas","","","",0
"1435","Tzitas","","","",0
"1436","Artaserios","","","",0
"1437","Akoum","","","",0
"1438","Godilas","","","",0
"1439","Adoulios","","","",0
"1440","Illyrians","","","",0
"1441","Elours","","","",0
"1442","Vittigis","","","",0
"1443","Dionysopolis","","","",0
"1444","Timothy Bishop Menas","","","",0
"1445","Byblos","","7016516","",1
"1446","Apolinarios","","","",0
"1447","Euargios","","","",0
"1448","Rhesion","","","",0
"1449","Edermas","","","",0
"1450","Nymphai","","","",0
"1451","Aitherios","","","",0
"1452","Persis","","7018005; 7001282","",1
"1453","Bringas","","","",0
"1454","Incorruptibility","","","",0
"1455","Audios","","","",0
"1456","Makarios","","","",0
"1457","Germanus Caesars","","","",0
"1458","Bousas","","","",0
"1459","Hormisdas","","","",0
"1460","Saviour Jesus Christ","","","",0
"1461","Domentziolos","","","",0
"1462","Rousmiazan","","","",0
"1463","Domentzia","","","",0
"1464","Pamphilos","","","",0
"1465","Andrew Skombros","","","",0
"1466","David","","6002092; 7001371; 7032673","7465742; 7751956; 1053543; 7642462; 7633365; 7629432; 7623009; 7886886; 7878188; 7008839; 1100091; 7008840",1
"1467","Niketas","","","",0
"1468","Komentiolos","","","",0
"1469","Paphlagonia","","7016760","",1
"1470","Kottanas","","","",0
"1471","Elpidios","","","",0
"1472","Elpidios","","","",0
"1473","Martina","","","7050953; 7230739; 7004099; 7051218; 1064226; 1047252",1
"1474","Perozitai","","","",0
"1475","Iberian","","","7302059; 7016676; 7329878",1
"1476","Sarbarazas","","","",0
"1477","Sarbaros","","","",0
"1478","Amida","7529048","7002338","",1
"1479","His Mother","","","",0
"1480","Gouedeser","","","",0
"1481","Heraklonas","","","",0
"1482","Dathesmos","","","",0
"1483","Rabias","","","",0
"1484","Oumaros","","","",0
"1485","Pyrros","","","",0
"1486","Valentinus","","","",0
"1487","Pyrros","","","",0
"1488","Tiberius","","","",0
"1489","His Mother","","","",0
"1490","Cyprian","","","",0
"1491","Phadalas","","","",0
"1492","Korasenoi","","","",0
"1493","Danastris","","","1123447",1
"1494","Palestinians","","","",0
"1495","Kyros","","","",0
"1496","Saidos","","","",0
"1497","Theophilos","","","",0
"1498","Abas","7527622; 7527621; 7528159","7738932; 7738933; 1078948; 7931102; 7953525; 7929111; 7740195; 1140278","7348030",1
"1499","Theophylaktos Salibas","","","",0
"1500","Zoilos","","","",0
"1501","Bardanes","","","",0
"1502","Christopher","","","",0
"1503","Zoilos","","","",0
"1504","Bardanes","","","",0
"1505","Artemios","","","7237084; 7229198",1
"1506","Bakcharos","","","",0
"1507","Theodosius","","","",0
"1508","Anthemios","","","",0
"1509","Plateia","","7701087; 7698298","7230240; 7223003; 7223004; 7223005; 7221453; 7223000; 7223002; 7223012",1
"1510","Oumar","","","",0
"1511","Bryas","","","7661030",1
"1512","Sophon","","","",0
"1513","Niketas Anthrax","","","",0
"1514","Karoulomagnos","","","",0
"1515","Therasia","","","",0
"1516","Therasia","","","",0
"1517","Stephen","","","7010266; 7462611; 7447142; 7028441",1
"1518","Stephen","","","7010266; 7462611; 7447142; 7028441",1
"1519","Batal","7542241; 1095570","7926382; 7589503; 8048834; 8007582; 8009413; 8019827; 8049080; 8029362; 8049064; 7983875; 8020619; 7967710; 8049082","",1
"1520","Nicaea","","4003628; 7032024; 7716681; 6004242","7008773",1
"1521","Crete","","","7668142; 7665176; 7662884; 7660641; 7660246; 7654061; 7651360; 7654294; 7655724; 7656336; 8710764; 7012056; 8698751; 8698482; 8701580; 8698479; 7036305; 3000668; 7036286; 8707947; 7651359; 8709233; 8709234; 7652569; 7048757; 7652230; 7648164; 8699483; 7649970; 7649751; 7650481; 7645042; 7646799; 7646859; 7647092; 7644664; 7230421; 7230420; 8699941; 8711182; 7629814; 7626131; 7619113; 7620288; 7616491; 7617315; 7616933; 7054578; 7326372; 7614307; 7614903; 7615609; 7610175; 7612657; 7605150; 7605219; 7606581; 8701814; 7601535; 7599127",1
"1522","Artabasdos","","","",0
"1523","Dahak","7525347; 7528540","8025074","",1
"1524","Doulichia","","","",0
"1525","Calabria","","","7007850; 1101438; 1044151; 1003491; 7004296; 7042484; 1046557; 7007737",1
"1526","Trachonitis","","","",0
"1527","John Damascene","","","",0
"1528","Chalkis","","","7219705; 7231273; 7010882; 7230542",1
"1529","Thy Church","","","",0
"1530","Fatima","7532165; 7526788","7907964; 7926894; 7928392; 7933810; 7940546; 7931658; 7933555; 7939781; 8019182; 7932736; 7964733; 7932157; 7932784","7751840; 1049769",1
"1531","Kosmas","","","7236536; 7236532; 7236535; 7236534; 7236533; 7232683; 7235069",1
"1532","Nekropelai","","","",0
"1533","Medeia","","","",0
"1534","Hieron","","","",0
"1535","Abydos","7594408; 6000031","6000030","",1
"1536","Strategios","","","",0
"1537","Irene","1093188","","7233457; 7232930; 7758095; 7220207; 7038242",1
"1538","Tarasios","","","",0
"1539","Manes","","7010101; 7977189","7235993; 7251659",1
"1540","Maximinus","","","",0
"1541","Nikephoros","","","",0
"1542","Easter Sunday","","","",0
"1543","Bardas","","7738572; 7930545; 7700207","",1
"1544","Leo Koutzodaktylos","","","",0
"1545","Lacherbaphos","","","",0
"1546","Madi","7532236; 7521721; 7521720; 1003933; 7524565; 7522513; 7521719; 7543620; 7537025; 7529376; 1095441; 7531074; 7533602; 7540887; 1095072; 7533782; 7520452; 7529423","7970868; 8020482; 8017499; 7917270; 8124267; 8129749; 8254806; 8669241; 8088703; 8322764; 8344613; 8358209; 8386013; 8392765; 8422379; 8112259; 8372318; 8131899; 8494193; 8502923; 8601384; 8102395; 8121255; 8161854; 8184608; 8603313; 8663618; 8456077; 8169070; 8452243; 8452901; 8460875; 8280164; 8350502; 8359734; 8397367; 8407654; 8410612; 8413233; 8414937; 8422088; 8425142; 8425824; 8155386; 1126583; 8572696; 7926166; 8050812; 7938096; 8056813; 7963275; 7963276; 7963278; 7967426; 8032042; 8030636; 8012383; 8631571; 8645398; 8172580; 7916963; 7973059; 1106813","",1
"1547","Gregory","","","7887739; 7450986; 7899016; 7447021",1
"1548","Mesopotamians","","","",0
"1549","Agrikolaos","","","",0
"1550","Theophanes","","","",0
"1551","Thomas","7000710; 7541622","7872291; 7872496; 7874151; 7874468; 7880115; 7940548; 7556805; 7567190; 8698096","7236180; 7235633; 7025383; 7236182; 7236183; 7236181; 7236184; 7452955; 7025534; 8711673; 7633740; 7630624; 7251817; 7005939; 7608286; 7605613; 7605543; 7605614; 7605542; 7605541; 7605540; 7605539; 7605538; 7605537; 7891660; 7605536; 7605535; 7447140; 7102500; 7603432; 7603433; 7603434; 7603435; 7069577; 7218771; 7069574; 7069573; 7603431; 7445446; 7604189; 7271652; 7892308; 7069670; 7218289",1
"1552","Tonsured","","","",0
"1553","Hellas","","","1000074; 7008331",1
"1554","Niketas","","","",0
"1555","Theognostos","","","",0
"1556","Eudokimos","","","",0
"1557","Chrysocheres","","","",0
"1558","Aetios","","","",0
"1559","Constantine Boilas","","","",0
"1560","Hieron","","","",0
"1561","Macedonia","","","7001349; 7002715; 7232632; 7232590; 7006667",1
"1562","Pope Leo","","","",0
"1563","Andrasos","","","",0
"1564","Kyriakos","","7873716; 7874191; 7874473; 7874054","",1
"1565","St Theodosios","","","",0
"1566","Friday","","","",0
"1567","Staurakios","","","",0
"1568","Staurakios","","","",0
"1569","Sapphira","","","",0
"1570","Tetraditai","","","",0
"1571","Dias","1091474; 1011813; 7522998","","7747285; 7744242; 7742599; 7752226; 7749593; 7750037; 7750252; 7750076; 7750257; 7750256; 7759107; 7764302; 7764490",1
"1572","St Konon","","","",0
"1573","Liana","","7986445; 8175214","7345734; 7463237",1
"1574","Babylonia","","7002626; 7593899","",1
"1575","Media","","7016724; 7880971; 7017472","7024346; 7333079; 7302090; 7302083; 7004268; 7035875",1
"1576","Turkey","","7001317; 7964167; 7002788; 7441486; 1000144","",1
"1577","Years","","","",0
"1578","Agros","","7880788; 7875362; 7735165","7668246; 7234370; 7234369; 7745708; 7745707; 7230969",1
"1579","Tarasios","","","",0
"1580","Herculius","","","",0
"1581","Gallus","","","7335316; 7032472",1
"1582","Thebes","7001297; 7029384","","7029383",1
"1583","Eusebios Pamphilou","","","",0
"1584","Sidon","","7002861","",1
"1585","Maxentius","","","",0
"1586","Basileus","","","",0
"1587","Old Rome","","","",0
"1588","Fausta","","","",0
"1589","Dalmatius","","","",0
"1590","Neocaesarea","","7017538; 7706210","",1
"1591","Ptolemais","7000640; 7001452; 7001310; 7031446","7001354","1042198",1
"1592","Marmarike","","","",0
"1593","Arius","","7012222","7175502; 7158149",1
"1594","Jesus Christ","","","",0
"1595","Ajax","","","7008351",1
"1596","Holy Eirene","","","",0
"1597","St Mokios","","","",0
"1598","Asklepios","","","5001966",1
"1599","Aphrodite","","7882226; 7882803","",1
"1600","Gallienus","","","",0
"1601","Olives","7032232","8060311","7627537; 7302501; 7620513; 7298710",1
"1602","Salamis","","7882185; 7882179; 7002340; 7882184","7235880; 1113735; 7224010; 7011052; 1042208",1
"1603","Arsenios","","","7227180; 7235162",1
"1604","Eusebios Pamphilou","","","",0
"1605","Ischyras","","","",0
"1606","Berytos","","7002857","",1
"1607","Thalmon","","","",0
"1608","Pentecost","","","",0
"1609","Arianism","","","",0
"1610","Makedonios","","","",0
"1611","Hermogenes","","","",0
"1612","Zeuxippos","","","",0
"1613","Serdica","","","7009977",1
"1614","Ancyra","","7002349","",1
"1615","Bretanion","","","",0
"1616","Dios","","","7339036; 7331991",1
"1617","St Patrophilos","","","",0
"1618","Tyche","","","",0
"1619","Dionysos","","","1041990",1
"1620","Bostra","","7016465; 1085119","",1
"1621","Zeus","","7874089","1099856",1
"1622","Apollo","7032890","7882351","7063383; 7218508",1
"1623","Mary","1095195; 7539099; 7539100; 7539095; 1095110; 7018283; 7539818; 1118974; 7539816; 7539815; 7593123; 7016571; 7543608","7879724; 7930460; 7011642; 7012226; 7933004; 7556806; 7932956; 7931005; 7932284; 7928534; 7032502","7026544; 7028256; 7025837; 7026111; 1028750; 7901089; 7883070; 1028776; 4002744; 7455538; 7027826; 7452992; 7444478; 7025533; 7650378; 7452425; 7642766; 7030128; 7460854; 4005712; 7639258; 7627309; 7901908; 7456814; 7886889; 7456816; 7627307; 7025644; 7897462; 7886969; 7901906; 1117374; 7028530; 7011312; 1030334; 1043071; 7028557; 7447671; 1120348; 7614700; 7028572; 7609795; 1030506; 7444952; 1005502; 7609794; 1008895; 1030508; 7447348; 7447742; 7025759; 7030684; 7028184; 7894844; 7028190; 7445293; 7030729; 7030730; 7445502",1
"1624","Daisios","","","",0
"1625","Hyperberetaios","","","",0
"1626","September","","","",0
"1627","Prokopios","","7879368; 7882284","7235071; 7236229; 7236230; 7226202",1
"1628","Kastabala","","5004381","",1
"1629","Nazianzos","","","",0
"1630","Evagrios","","","",0
"1631","St","7018845; 7593329; 6002827; 7533065; 7018283; 7533082; 1093886; 1090998; 1011138; 1008883; 1093595; 1113716; 1011141; 7032257; 7005278; 7005277; 7032285; 7000426; 8711636; 1011148; 1093596; 1117986; 1093597; 7016571; 7032278; 1008900; 1113728; 1011159; 1000188; 7532172; 7532263","7001354; 1103656; 7736083; 7931702; 6002092; 1117960; 7703650; 7676459; 1065368; 8698097; 7018216; 7010273; 7013394; 7703447; 7703661; 7703653; 7002614; 7703652; 7703651; 7703654; 7689038; 7703659; 7703663; 7703660; 7703655; 7703656; 7694032; 7703657; 7703658; 7703665; 7697245; 7671810; 7703454; 7703455; 7703456; 7682970; 7686674; 7703662; 7703664; 7676941; 7703666; 7964371; 7674647; 7696497","1031693; 4000582; 7026544; 7026545; 4000877; 7028256; 4000947; 4001020; 4001021; 7003060; 7031236; 7031237; 7028277; 7026096; 7025837; 7008241; 7010726; 7033013; 7017018; 8698654; 7028317; 7010914; 7028323; 8697388; 1028750; 7028329; 8711928; 1028776; 1028828; 8712047; 7025492; 7025493; 4002752; 7026600; 7026601; 7008739; 7027825; 7027826; 4003008; 7030807; 7027834; 7002989; 7025533; 7456135; 7025888; 7025892; 1010749; 7025897; 7030128; 4005155; 7264952; 7029627; 7032472; 7005257; 7003292; 7030891; 1030049; 7025929; 7007958; 4007351; 4007352; 7028527; 7028530; 7007429; 7025667; 7025668; 7028541; 7011312; 7009981; 7009702; 7028557; 7028572; 7028573; 6005041; 7033078; 1030489; 7011871; 1003638; 1100088; 1011499; 7009562; 1030492; 7010091; 1011501; 7017042; 1030494; 7032015; 7032022; 1030495; 7008839; 1030496; 7009706; 1030497; 7009708; 7032039; 7009623; 7029227; 7009626; 7009625; 7008277; 7009629; 7009630; 7018796; 7012011; 7008348; 7029613; 1003639; 7012013; 1136066; 7005242; 7017402; 7012007; 7011362; 1113719; 7544535; 7009636; 7009638; 1030501; 1030502; 1030503; 7008219; 7032019; 7009645; 1112465; 1030504; 7593192; 7609468; 1005502; 7007300; 1030509; 1030510; 1035424; 1030511; 7027497; 6005138; 7011062; 7026313; 1005504; 7447150; 7005741; 1100093; 7011787; 7027253; 7017233; 4012831; 7007576; 7010562; 1035510; 7008069; 7009655; 7010591; 5004109; 7009657; 7028441; 4009805; 1030513; 7007281; 7008182; 7028061; 7028062; 7031348; 7003755; 8705563; 7007460; 1026030; 4010008; 1064373; 4010012; 7003190; 7011175; 1046699; 7024876; 7010804; 1027522; 1030598; 7024703; 4010612; 7032789; 7894924; 7031357; 7032648; 7882888; 8712027; 4010853; 7071606; 7027148; 7027149; 7010556; 7025759; 7030290; 1030852; 7028651; 4011159; 7028167; 7030683; 7030684; 7028181; 7028184; 7026767; 1027001; 1027002; 8711973; 7028190; 7030698; 7026247; 7026373; 7030728; 7030729; 7030730; 7030731; 7026005; 4012347; 7026957; 1100110",1
"1632","Samosata","","7030346","",1
"1633","Milan","","7740925; 8019309; 7991853; 8624305; 8023815; 8337586; 8349154; 7709015; 7585062; 8060343; 7705249; 7918779","1034378; 7623081; 7005903; 7301856; 7003150",1
"1634","Nyssa","","5004391","",1
"1635","Basil","7523384; 7523381; 7523383; 7525865; 7541838; 7522412; 7541834; 7541498; 7523382; 7540129; 7540124; 7521076","7735958; 7959236","",1
"1636","Laodikeia","","7002280; 7002492; 7683587","",1
"1637","David","","6002092; 7001371; 7032673","7465742; 7751956; 1053543; 7642462; 7633365; 7629432; 7623009; 7886886; 7878188; 7008839; 1100091; 7008840",1
"1638","Sebasteia","","7002621","",1
"1639","Athanarich","","","",0
"1640","Greece","","","7001395; 7594735; 8697461; 1000074; 7225052; 7594258",1
"1641","Damasus","","","",0
"1642","Andragathios","","","",0
"1643","New Rome","","7002473","",1
"1644","Nyssa","","5004391","",1
"1645","Laodikeia","","7002280; 7002492; 7683587","",1
"1646","Ikonion","","7002539","7224925",1
"1647","Nektarios","","","",0
"1648","Emmaus","","8060300; 1053836; 7001401; 7018646","",1
"1649","June","","","",0
"1650","Eugenios","","","",0
"1651","Serapis","","","1099903",1
"1652","Ambrose","","","7893497",1
"1653","July","","","",0
"1654","John Chrysostom","","","",0
"1655","Arkadios","","7874263","",1
"1656","Gallic","","","4004256",1
"1657","Gabala","7536926","","",1
"1658","Nektarios","","","",0
"1659","Marouthas","","","",0
"1660","Marouthas","","","",0
"1661","Fire","","8055836","7240731",1
"1662","John Chrysostom","","","",0
"1663","Valentinian","","","",0
"1664","Isdigerdes","","","",0
"1665","Eleutheropolis","","7001375","",1
"1666","Kapargamala","","","",0
"1667","Calvary","","7931392; 4002116","",1
"1668","Passarion","","","",0
"1669","Sisinnios","","","",0
"1670","Side","","7725886; 8621046; 7016867; 8344648; 8355044; 8376291; 7484229; 8214015; 7497348; 7497786; 8117823; 8678210; 7501326; 7485309; 7476395","7461455; 7460317; 7457419; 1030095; 1030120; 7026982; 7026744; 7443423",1
"1671","Germanikeia","","7018751","",1
"1672","Galla Placidia","","","",0
"1673","Godigisklos","","","",0
"1674","October","7528223","","",1
"1675","May","1089771; 7535286; 7538658; 1095598; 1088542; 1091786; 1089891","7712265; 1085195; 8628105; 7554199; 7554189; 8629018; 1131403","7661110; 7453103; 7635237; 7635229; 7156516; 7131717; 7131718; 7131719; 7131716; 7131714; 7456588; 7305937; 7627195; 7627201; 7456583; 4007026; 1008092; 7884708; 7627096; 7456592; 7456580; 1108133; 7609351",1
"1676","Epiphi","","","",0
"1677","Smyrna","","7002543; 7716858; 1112534","",1
"1678","Origen","","","",0
"1679","Eutyches","","","",0
"1680","Chrysaphios","","","",0
"1681","Dorylaion","","7002496","",1
"1682","Moundios","","","",0
"1683","Athyras","","","",0
"1684","Sidema","","","",0
"1685","Aurelia","","","7057424; 7005172; 4004955; 6006325",1
"1686","St Euphemia","","","",0
"1687","Aquileia","","","7005553; 7015623; 7033265",1
"1688","Maximus","","","",0
"1689","Placentia","","","7004939",1
"1690","Olybrius","","","",0
"1691","Easter","","","7466630; 7464186; 7450922; 7450921; 7444500; 7450920; 7450919; 7450918; 7450917; 7450783; 7450909; 7450908; 7450907; 7450906; 7450905; 7450904; 4004024; 7450103; 1029339; 7026213",1
"1692","St Anastasia","","","",0
"1693","Domninus","","","",0
"1694","Caesarius","","","",0
"1695","Proterios","","","",0
"1696","St Thomas","","","",0
"1697","Amantius","","","",0
"1698","St Kyriakos","","","",0
"1699","Gennadios","","","",0
"1700","Bassianos","","","",0
"1701","Marcian","","","",0
"1702","Romulus","","","",0
"1703","Rex","1093035","","7460790; 7112619; 7608344",1
"1704","Verina","","1061053","7294148",1
"1705","Kanopos","","","",0
"1706","Perozes","","","",0
"1707","Triarios","","","",0
"1708","Aspar","","7974318; 8057582; 7933526","",1
"1709","Leontia","","","",0
"1710","Papyrios","","","",0
"1711","Papyrios","","","",0
"1712","Peter Mongos","","","",0
"1713","Valamer","","","",0
"1714","Simplicius","","","",0
"1715","Trokoundos","","","",0
"1716","Eustathios","","","",0
"1717","Fravitas","","","",0
"1718","Neapolis","1094981","7718294; 1083909","1042068; 7004474; 1042158; 7225331; 7225333; 7225332; 1136995; 6004149; 7217452",1
"1719","Kyrestai","","","",0
"1720","Hemeria","","","",0
"1721","Theodosioupolis","","","",0
"1722","Satan","","1104017; 7954343","7446417",1
"1723","Kalandion","","","",0
"1724","Dyrrachium","","","7010750",1
"1725","Illos","","","",0
"1726","Mount Tauros","","","",0
"1727","Athenodoros","","","",0
"1728","Arethas","","","",0
"1729","Thalabane","","","",0
"1730","Iotabe","","","",0
"1731","Matrona","","","",0
"1732","Palladios","","","",0
"1733","Helenianai","","","",0
"1734","Olympios","","","",0
"1735","Nuceria","","","7004579",1
"1736","Ogaros","","","",0
"1737","Badicharimos","","","",0
"1738","St Gregory","","","",0
"1739","Zounas","","7873811","",1
"1740","Osrhoene","","","",0
"1741","Ammoudia","","7873759","7221816; 7237401; 7237400",1
"1742","Anastasios Persian War","","","",0
"1743","Sasima","","","",0
"1744","Helenianai","","","",0
"1745","Aurelianai","","","",0
"1746","Phikopteros","","","",0
"1747","Dalmatos","","","",0
"1748","Patriciolus","","","",0
"1749","St Stephen","","","7028441",1
"1750","St Theodore","","","",0
"1751","Sphorakios","","","",0
"1752","Hypatios","","","",0
"1753","Manes","","7010101; 7977189","7235993; 7251659",1
"1754","John Nikaiotes","","","",0
"1755","Kalliopios","","","",0
"1756","Kalliopios","","","",0
"1757","Corruptibility","","","",0
"1758","Vitalian","","","",0
"1759","Euboulos","","","",0
"1760","New Epirus","","","",0
"1761","Negra","","","7745797; 7745796; 7344710; 7741670; 7044865; 7752581; 6001584; 7334931; 7330114; 7759271; 7302974; 7761995; 7302973; 7302972; 7759421; 7302971; 7302970; 7619546; 7302969; 7302968; 7302967; 7759420; 7302965; 7302966; 7302964; 7302963; 7759419; 7759418; 7302962; 7759417; 7759543; 7759544; 7034717; 7051158; 7051159; 7302958; 7302957; 7302959; 7302961; 7302954; 7298162; 7302955; 7302956; 7302953; 7302952; 7302950; 7302951; 7759540; 7326720; 7326719; 7326892; 7326717; 7759126; 7326255; 7299456; 7764069",1
"1762","Secundinus","","","",0
"1763","Second Cilicia","","","",0
"1764","Krateros","","","",0
"1765","Euphrasios","","","",0
"1766","Phoenice Libanensis","","","",0
