"","place","africa_id","asia_id","europe_id","is_place"
"3594","Madi","7532236; 7521721; 7521720; 1003933; 7524565; 7522513; 7521719; 7543620; 7537025; 7529376; 1095441; 7531074; 7533602; 7540887; 1095072; 7533782; 7520452; 7529423","7970868; 8020482; 8017499; 7917270; 8124267; 8129749; 8254806; 8669241; 8088703; 8322764; 8344613; 8358209; 8386013; 8392765; 8422379; 8112259; 8372318; 8131899; 8494193; 8502923; 8601384; 8102395; 8121255; 8161854; 8184608; 8603313; 8663618; 8456077; 8169070; 8452243; 8452901; 8460875; 8280164; 8350502; 8359734; 8397367; 8407654; 8410612; 8413233; 8414937; 8422088; 8425142; 8425824; 8155386; 1126583; 8572696; 7926166; 8050812; 7938096; 8056813; 7963275; 7963276; 7963278; 7967426; 8032042; 8030636; 8012383; 8631571; 8645398; 8172580; 7916963; 7973059; 1106813","",1
"3595","Gregory","","","7887739; 7450986; 7899016; 7447021",1
"3596","Mesopotamians","","","",0
"3597","Agrikolaos","","","",0
"3598","Theophanes","","","",0
"3599","Thomas","7000710; 7541622","7872291; 7872496; 7874151; 7874468; 7880115; 7940548; 7556805; 7567190; 8698096","7236180; 7235633; 7025383; 7236182; 7236183; 7236181; 7236184; 7452955; 7025534; 8711673; 7633740; 7630624; 7251817; 7005939; 7608286; 7605613; 7605543; 7605614; 7605542; 7605541; 7605540; 7605539; 7605538; 7605537; 7891660; 7605536; 7605535; 7447140; 7102500; 7603432; 7603433; 7603434; 7603435; 7069577; 7218771; 7069574; 7069573; 7603431; 7445446; 7604189; 7271652; 7892308; 7069670; 7218289",1
"3600","Tonsured","","","",0
"3601","Hellas","","","1000074; 7008331",1
"3602","Niketas","","","",0
"3603","Theognostos","","","",0
"3604","Eudokimos","","","",0
"3605","Chrysocheres","","","",0
"3606","Aetios","","","",0
"3607","Constantine Boilas","","","",0
"3608","Hieron","","","",0
"3609","Macedonia","","","7001349; 7002715; 7232632; 7232590; 7006667",1
"3610","Pope Leo","","","",0
"3611","Andrasos","","","",0
"3612","Kyriakos","","7873716; 7874191; 7874473; 7874054","",1
"3613","St Theodosios","","","",0
"3614","Friday","","","",0
"3615","Staurakios","","","",0
"3616","Staurakios","","","",0
"3617","Sapphira","","","",0
"3618","Tetraditai","","","",0
"3619","Dias","1091474; 1011813; 7522998","","7747285; 7744242; 7742599; 7752226; 7749593; 7750037; 7750252; 7750076; 7750257; 7750256; 7759107; 7764302; 7764490",1
"3620","St Konon","","","",0
"3621","Liana","","7986445; 8175214","7345734; 7463237",1
"3622","Babylonia","","7002626; 7593899","",1
"3623","Media","","7016724; 7880971; 7017472","7024346; 7333079; 7302090; 7302083; 7004268; 7035875",1
"3624","Turkey","","7001317; 7964167; 7002788; 7441486; 1000144","",1
"3625","Years","","","",0
"3626","Agros","","7880788; 7875362; 7735165","7668246; 7234370; 7234369; 7745708; 7745707; 7230969",1
"3627","Tarasios","","","",0
"3628","Herculius","","","",0
"3629","Gallus","","","7335316; 7032472",1
"3630","Thebes","7001297; 7029384","","7029383",1
"3631","Eusebios Pamphilou","","","",0
"3632","Sidon","","7002861","",1
"3633","Maxentius","","","",0
"3634","Basileus","","","",0
"3635","Old Rome","","","",0
"3636","Fausta","","","",0
"3637","Dalmatius","","","",0
"3638","Neocaesarea","","7017538; 7706210","",1
"3639","Ptolemais","7000640; 7001452; 7001310; 7031446","7001354","1042198",1
"3640","Marmarike","","","",0
"3641","Arius","","7012222","7175502; 7158149",1
"3642","Jesus Christ","","","",0
"3643","Ajax","","","7008351",1
"3644","Holy Eirene","","","",0
"3645","St Mokios","","","",0
"3646","Asklepios","","","5001966",1
"3647","Aphrodite","","7882226; 7882803","",1
"3648","Gallienus","","","",0
"3649","Olives","7032232","8060311","7627537; 7302501; 7620513; 7298710",1
"3650","Salamis","","7882185; 7882179; 7002340; 7882184","7235880; 1113735; 7224010; 7011052; 1042208",1
"3651","Arsenios","","","7227180; 7235162",1
"3652","Eusebios Pamphilou","","","",0
"3653","Ischyras","","","",0
"3654","Berytos","","7002857","",1
"3655","Thalmon","","","",0
"3656","Pentecost","","","",0
"3657","Arianism","","","",0
"3658","Makedonios","","","",0
"3659","Hermogenes","","","",0
"3660","Zeuxippos","","","",0
"3661","Serdica","","","7009977",1
"3662","Ancyra","","7002349","",1
"3663","Bretanion","","","",0
"3664","Dios","","","7339036; 7331991",1
"3665","St Patrophilos","","","",0
"3666","Tyche","","","",0
"3667","Dionysos","","","1041990",1
"3668","Bostra","","7016465; 1085119","",1
"3669","Zeus","","7874089","1099856",1
"3670","Apollo","7032890","7882351","7063383; 7218508",1
"3671","Mary","1095195; 7539099; 7539100; 7539095; 1095110; 7018283; 7539818; 1118974; 7539816; 7539815; 7593123; 7016571; 7543608","7879724; 7930460; 7011642; 7012226; 7933004; 7556806; 7932956; 7931005; 7932284; 7928534; 7032502","7026544; 7028256; 7025837; 7026111; 1028750; 7901089; 7883070; 1028776; 4002744; 7455538; 7027826; 7452992; 7444478; 7025533; 7650378; 7452425; 7642766; 7030128; 7460854; 4005712; 7639258; 7627309; 7901908; 7456814; 7886889; 7456816; 7627307; 7025644; 7897462; 7886969; 7901906; 1117374; 7028530; 7011312; 1030334; 1043071; 7028557; 7447671; 1120348; 7614700; 7028572; 7609795; 1030506; 7444952; 1005502; 7609794; 1008895; 1030508; 7447348; 7447742; 7025759; 7030684; 7028184; 7894844; 7028190; 7445293; 7030729; 7030730; 7445502",1
"3672","Daisios","","","",0
"3673","Hyperberetaios","","","",0
"3674","September","","","",0
"3675","Prokopios","","7879368; 7882284","7235071; 7236229; 7236230; 7226202",1
"3676","Kastabala","","5004381","",1
"3677","Nazianzos","","","",0
"3678","Evagrios","","","",0
"3679","St","7018845; 7593329; 6002827; 7533065; 7018283; 7533082; 1093886; 1090998; 1011138; 1008883; 1093595; 1113716; 1011141; 7032257; 7005278; 7005277; 7032285; 7000426; 8711636; 1011148; 1093596; 1117986; 1093597; 7016571; 7032278; 1008900; 1113728; 1011159; 1000188; 7532172; 7532263","7001354; 1103656; 7736083; 7931702; 6002092; 1117960; 7703650; 7676459; 1065368; 8698097; 7018216; 7010273; 7013394; 7703447; 7703661; 7703653; 7002614; 7703652; 7703651; 7703654; 7689038; 7703659; 7703663; 7703660; 7703655; 7703656; 7694032; 7703657; 7703658; 7703665; 7697245; 7671810; 7703454; 7703455; 7703456; 7682970; 7686674; 7703662; 7703664; 7676941; 7703666; 7964371; 7674647; 7696497","1031693; 4000582; 7026544; 7026545; 4000877; 7028256; 4000947; 4001020; 4001021; 7003060; 7031236; 7031237; 7028277; 7026096; 7025837; 7008241; 7010726; 7033013; 7017018; 8698654; 7028317; 7010914; 7028323; 8697388; 1028750; 7028329; 8711928; 1028776; 1028828; 8712047; 7025492; 7025493; 4002752; 7026600; 7026601; 7008739; 7027825; 7027826; 4003008; 7030807; 7027834; 7002989; 7025533; 7456135; 7025888; 7025892; 1010749; 7025897; 7030128; 4005155; 7264952; 7029627; 7032472; 7005257; 7003292; 7030891; 1030049; 7025929; 7007958; 4007351; 4007352; 7028527; 7028530; 7007429; 7025667; 7025668; 7028541; 7011312; 7009981; 7009702; 7028557; 7028572; 7028573; 6005041; 7033078; 1030489; 7011871; 1003638; 1100088; 1011499; 7009562; 1030492; 7010091; 1011501; 7017042; 1030494; 7032015; 7032022; 1030495; 7008839; 1030496; 7009706; 1030497; 7009708; 7032039; 7009623; 7029227; 7009626; 7009625; 7008277; 7009629; 7009630; 7018796; 7012011; 7008348; 7029613; 1003639; 7012013; 1136066; 7005242; 7017402; 7012007; 7011362; 1113719; 7544535; 7009636; 7009638; 1030501; 1030502; 1030503; 7008219; 7032019; 7009645; 1112465; 1030504; 7593192; 7609468; 1005502; 7007300; 1030509; 1030510; 1035424; 1030511; 7027497; 6005138; 7011062; 7026313; 1005504; 7447150; 7005741; 1100093; 7011787; 7027253; 7017233; 4012831; 7007576; 7010562; 1035510; 7008069; 7009655; 7010591; 5004109; 7009657; 7028441; 4009805; 1030513; 7007281; 7008182; 7028061; 7028062; 7031348; 7003755; 8705563; 7007460; 1026030; 4010008; 1064373; 4010012; 7003190; 7011175; 1046699; 7024876; 7010804; 1027522; 1030598; 7024703; 4010612; 7032789; 7894924; 7031357; 7032648; 7882888; 8712027; 4010853; 7071606; 7027148; 7027149; 7010556; 7025759; 7030290; 1030852; 7028651; 4011159; 7028167; 7030683; 7030684; 7028181; 7028184; 7026767; 1027001; 1027002; 8711973; 7028190; 7030698; 7026247; 7026373; 7030728; 7030729; 7030730; 7030731; 7026005; 4012347; 7026957; 1100110",1
"3680","Samosata","","7030346","",1
"3681","Milan","","7740925; 8019309; 7991853; 8624305; 8023815; 8337586; 8349154; 7709015; 7585062; 8060343; 7705249; 7918779","1034378; 7623081; 7005903; 7301856; 7003150",1
"3682","Nyssa","","5004391","",1
"3683","Basil","7523384; 7523381; 7523383; 7525865; 7541838; 7522412; 7541834; 7541498; 7523382; 7540129; 7540124; 7521076","7735958; 7959236","",1
"3684","Laodikeia","","7002280; 7002492; 7683587","",1
"3685","David","","6002092; 7001371; 7032673","7465742; 7751956; 1053543; 7642462; 7633365; 7629432; 7623009; 7886886; 7878188; 7008839; 1100091; 7008840",1
"3686","Sebasteia","","7002621","",1
"3687","Athanarich","","","",0
"3688","Greece","","","7001395; 7594735; 8697461; 1000074; 7225052; 7594258",1
"3689","Damasus","","","",0
"3690","Andragathios","","","",0
"3691","New Rome","","7002473","",1
"3692","Nyssa","","5004391","",1
"3693","Laodikeia","","7002280; 7002492; 7683587","",1
"3694","Ikonion","","7002539","7224925",1
"3695","Nektarios","","","",0
"3696","Emmaus","","8060300; 1053836; 7001401; 7018646","",1
"3697","June","","","",0
"3698","Eugenios","","","",0
"3699","Serapis","","","1099903",1
"3700","Ambrose","","","7893497",1
"3701","July","","","",0
"3702","John Chrysostom","","","",0
"3703","Arkadios","","7874263","",1
"3704","Gallic","","","4004256",1
"3705","Gabala","7536926","","",1
"3706","Nektarios","","","",0
"3707","Marouthas","","","",0
"3708","Marouthas","","","",0
"3709","Fire","","8055836","7240731",1
"3710","John Chrysostom","","","",0
"3711","Valentinian","","","",0
"3712","Isdigerdes","","","",0
"3713","Eleutheropolis","","7001375","",1
"3714","Kapargamala","","","",0
"3715","Calvary","","7931392; 4002116","",1
"3716","Passarion","","","",0
"3717","Sisinnios","","","",0
"3718","Side","","7725886; 8621046; 7016867; 8344648; 8355044; 8376291; 7484229; 8214015; 7497348; 7497786; 8117823; 8678210; 7501326; 7485309; 7476395","7461455; 7460317; 7457419; 1030095; 1030120; 7026982; 7026744; 7443423",1
"3719","Germanikeia","","7018751","",1
"3720","Galla Placidia","","","",0
"3721","Godigisklos","","","",0
"3722","October","7528223","","",1
"3723","May","1089771; 7535286; 7538658; 1095598; 1088542; 1091786; 1089891","7712265; 1085195; 8628105; 7554199; 7554189; 8629018; 1131403","7661110; 7453103; 7635237; 7635229; 7156516; 7131717; 7131718; 7131719; 7131716; 7131714; 7456588; 7305937; 7627195; 7627201; 7456583; 4007026; 1008092; 7884708; 7627096; 7456592; 7456580; 1108133; 7609351",1
"3724","Epiphi","","","",0
"3725","Smyrna","","7002543; 7716858; 1112534","",1
"3726","Origen","","","",0
"3727","Eutyches","","","",0
"3728","Chrysaphios","","","",0
"3729","Dorylaion","","7002496","",1
"3730","Moundios","","","",0
"3731","Athyras","","","",0
"3732","Sidema","","","",0
"3733","Aurelia","","","7057424; 7005172; 4004955; 6006325",1
"3734","St Euphemia","","","",0
"3735","Aquileia","","","7005553; 7015623; 7033265",1
"3736","Maximus","","","",0
"3737","Placentia","","","7004939",1
"3738","Olybrius","","","",0
"3739","Easter","","","7466630; 7464186; 7450922; 7450921; 7444500; 7450920; 7450919; 7450918; 7450917; 7450783; 7450909; 7450908; 7450907; 7450906; 7450905; 7450904; 4004024; 7450103; 1029339; 7026213",1
"3740","St Anastasia","","","",0
"3741","Domninus","","","",0
"3742","Caesarius","","","",0
"3743","Proterios","","","",0
"3744","St Thomas","","","",0
"3745","Amantius","","","",0
"3746","St Kyriakos","","","",0
"3747","Gennadios","","","",0
"3748","Bassianos","","","",0
"3749","Marcian","","","",0
"3750","Romulus","","","",0
"3751","Rex","1093035","","7460790; 7112619; 7608344",1
"3752","Verina","","1061053","7294148",1
"3753","Kanopos","","","",0
"3754","Perozes","","","",0
"3755","Triarios","","","",0
"3756","Aspar","","7974318; 8057582; 7933526","",1
"3757","Leontia","","","",0
"3758","Papyrios","","","",0
"3759","Papyrios","","","",0
"3760","Peter Mongos","","","",0
"3761","Valamer","","","",0
"3762","Simplicius","","","",0
"3763","Trokoundos","","","",0
"3764","Eustathios","","","",0
"3765","Fravitas","","","",0
"3766","Neapolis","1094981","7718294; 1083909","1042068; 7004474; 1042158; 7225331; 7225333; 7225332; 1136995; 6004149; 7217452",1
"3767","Kyrestai","","","",0
"3768","Hemeria","","","",0
"3769","Theodosioupolis","","","",0
"3770","Satan","","1104017; 7954343","7446417",1
"3771","Kalandion","","","",0
"3772","Dyrrachium","","","7010750",1
"3773","Illos","","","",0
"3774","Mount Tauros","","","",0
"3775","Athenodoros","","","",0
"3776","Arethas","","","",0
"3777","Thalabane","","","",0
"3778","Iotabe","","","",0
"3779","Matrona","","","",0
"3780","Palladios","","","",0
"3781","Helenianai","","","",0
"3782","Olympios","","","",0
"3783","Nuceria","","","7004579",1
"3784","Ogaros","","","",0
"3785","Badicharimos","","","",0
"3786","St Gregory","","","",0
"3787","Zounas","","7873811","",1
"3788","Osrhoene","","","",0
"3789","Ammoudia","","7873759","7221816; 7237401; 7237400",1
"3790","Anastasios Persian War","","","",0
"3791","Sasima","","","",0
"3792","Helenianai","","","",0
"3793","Aurelianai","","","",0
"3794","Phikopteros","","","",0
"3795","Dalmatos","","","",0
"3796","Patriciolus","","","",0
"3797","St Stephen","","","7028441",1
"3798","St Theodore","","","",0
"3799","Sphorakios","","","",0
"3800","Hypatios","","","",0
"3801","Manes","","7010101; 7977189","7235993; 7251659",1
"3802","John Nikaiotes","","","",0
"3803","Kalliopios","","","",0
"3804","Kalliopios","","","",0
"3805","Corruptibility","","","",0
"3806","Vitalian","","","",0
"3807","Euboulos","","","",0
"3808","New Epirus","","","",0
"3809","Negra","","","7745797; 7745796; 7344710; 7741670; 7044865; 7752581; 6001584; 7334931; 7330114; 7759271; 7302974; 7761995; 7302973; 7302972; 7759421; 7302971; 7302970; 7619546; 7302969; 7302968; 7302967; 7759420; 7302965; 7302966; 7302964; 7302963; 7759419; 7759418; 7302962; 7759417; 7759543; 7759544; 7034717; 7051158; 7051159; 7302958; 7302957; 7302959; 7302961; 7302954; 7298162; 7302955; 7302956; 7302953; 7302952; 7302950; 7302951; 7759540; 7326720; 7326719; 7326892; 7326717; 7759126; 7326255; 7299456; 7764069",1
"3810","Secundinus","","","",0
"3811","Second Cilicia","","","",0
"3812","Krateros","","","",0
"3813","Euphrasios","","","",0
"3814","Phoenice Libanensis","","","",0
"3815","Ro","7522697; 1125530; 7533505; 7538727; 1095857; 1001736; 7529470; 1131314","7983012; 7992662; 7906104; 7906390; 7989740; 7956834; 7978515; 7950435; 7983220; 7992785; 8625215; 7984137; 7967198; 7917550; 7956840; 8008881; 7589635; 7917729; 8015413; 7917728; 8036480; 7582531; 7978496; 8057746; 7956837; 7957276; 8036985; 7983219; 7992784; 7708062","",1
"3816","Dagistheos","","","",0
"3817","Zekike","","","",0
"3818","Skaphathai","","","",0
"3819","Secundinus On May","","","",0
"3820","November","","","",0
"3821","Sampson","","","7447143; 1042261",1
"3822","Judas","","","7238847",1
"3823","Epagathos","","","",0
"3824","Lausos","","","",0
"3825","Sophia","","7872259; 7882276; 7879154","5001953; 7009977; 4010564; 7226496; 7271020",1
"3826","Probus","","","1030373",1
"3827","Sampson","","","7447143; 1042261",1
"3828","Pythia","","","",0
"3829","Geezon","","","",0
"3830","Onorich","","","",0
"3831","Atalarich","","","",0
"3832","Syllektos","","","",0
"3833","Syllektos","","","",0
"3834","Leptis","7000642; 7031541","","7631785",1
"3835","Amatas","","","7595010",1
"3836","December","","","",0
"3837","Heracles","","","7232861",1
"3838","Vespasian","","","",0
"3839","Ilderich","","","",0
"3840","Nun","1135793; 7534759","7946551; 7998417; 7951400; 8015131; 7997537; 7943109; 8001692; 7997541; 7945544; 7948351; 7916949; 7569537; 1127686; 8629128; 7554489; 7917669; 8058889; 7917670; 7953910; 7979660; 8003743; 7948160; 7917672; 7917668; 8001275; 7960801; 7917663; 7917671; 7917662; 7939113; 7917880; 1105865; 7591857; 7554753; 7960799; 1057850; 7976825; 8001887; 7997538; 7958250; 7997539; 8041464; 7921812; 7926703; 7931356; 8001693","7456908; 7456907; 4008051; 7456900; 7878586",1
"3841","Joshua","","","",0
"3842","Nun","1135793; 7534759","7946551; 7998417; 7951400; 8015131; 7997537; 7943109; 8001692; 7997541; 7945544; 7948351; 7916949; 7569537; 1127686; 8629128; 7554489; 7917669; 8058889; 7917670; 7953910; 7979660; 8003743; 7948160; 7917672; 7917668; 8001275; 7960801; 7917663; 7917671; 7917662; 7939113; 7917880; 1105865; 7591857; 7554753; 7960799; 1057850; 7976825; 8001887; 7997538; 7958250; 7997539; 8041464; 7921812; 7926703; 7931356; 8001693","7456908; 7456907; 4008051; 7456900; 7878586",1
"3843","Earth","","","",0
"3844","Boule","","","7659595; 7246967; 7246966; 7659592; 7659590; 7659593; 7659583; 7639970; 7639971; 7639968; 7639969",1
"3845","Membresa","","","",0
"3846","Mougade","","","",0
"3847","Mount Aurasion","","","",0
"3848","Zerboule","","","",0
"3849","Aurasion","","","",0
"3850","Zabe","","","",0
"3851","Bakchos","","","",0
"3852","Tripolis","7000630","7700338; 7002314; 1099943","7230011; 1042239",1
"3853","Leptis Magna","7000642","","",1
"3854","Pudentius","","","",0
"3855","Veronica","","","",0
"3856","Beste","","7672176","7211830; 7126187",1
"3857","Bakchos","","","",0
"3858","Sisinniolos","","","",0
"3859","Adramyton","","","",0
"3860","Himerios","","","",0
"3861","Konstantiolos","","","",0
"3862","Stotzas","","","",0
"3863","Pappas","","","7236648; 7222852; 7227029; 7235712",1
"3864","Halikarnassos","","7016142","",1
"3865","Florentius","","","",0
"3866","Giesmos","","","",0
"3867","Commagene","","7016738","",1
"3868","Python","","","7609121",1
"3869","Odyssos","","","7231647; 7222289",1
"3870","Pardos","","","7327384; 7327385; 7327383; 7327382; 7323720",1
"3871","Menas","7001309","","7307014; 7307015",1
"3872","Vigilius","","","",0
"3873","Botrys","","","",0
"3874","St Eirene","","","",0
"3875","Amaseia","","7002337","",1
"3876","Petra","","7873776; 7872398; 7882305; 7879761; 7880087; 7875020; 7873841; 7002383; 7873960; 7880086; 7872144; 7879210; 7874462; 7882609; 1113613; 7880084; 7874351","7234797; 7234796; 1031886; 7220160; 7235869; 7235861; 7225208; 7227778; 7219357; 7230664; 7230663; 7217324; 7217939; 7229942; 7222560; 7219387; 7225339; 7223477; 7225212; 7225220; 7225217; 7225213; 7225214; 7225216; 7225211; 7225215; 7221177; 7225218; 7225219; 7326368; 8706298; 7219135; 7597748; 7225193; 7217667; 7225170; 7326363; 7598218; 1009061; 7225194; 7220147; 7219386",1
"3877","Petalas","","","7225526; 7225525; 7225239",1
"3878","St Stratonikos","","","",0
"3879","St Kallinikos","","","",0
"3880","Iucundianae","","","",0
"3881","Kalopodios","","","",0
"3882","Chiton","","7996762","",1
"3883","Tzouroulon","","","",0
"3884","Zoupara","","","",0
"3885","Antiochos","","","",0
"3886","Probus","","","1030373",1
"3887","Placidia","","","",0
"3888","Pittakia","","","",0
"3889","Lausos","","","",0
"3890","Ambros","","","7344807; 7323600",1
"3891","Alamoundaros","","","",0
"3892","Rufus","","","",0
"3893","Great Antioch","","","",0
"3894","Eustochios","","","",0
"3895","Origenism","","","",0
"3896","Sophianai","","","",0
"3897","Deuteron","","","",0
"3898","Darios","","","",0
"3899","Dagistheus","","","",0
"3900","Chlomaron","","","",0
"3901","Mesembria","","","7017002",1
"3902","Apeiria","","","",0
"3903","Mazaron","","","",0
"3904","Maurice","1000177; 7000714","","1032259; 7651667; 7642644; 8711673; 7641727; 7636579; 7638070; 7626105; 4007521; 7456635; 4009346; 7609698; 7609696; 7609697; 7609701; 7609627; 7609695; 1035456; 7609625; 7609699; 7597590; 7609700; 8699296; 7544518; 8706432; 7007300; 7609622; 7609621; 7609624; 7609620; 7609619; 7609618; 7609617; 7609616; 7609615; 7609614; 7609613; 7609612; 7609611; 7609610; 7609609; 7609608; 7609607; 7609606; 7609538; 7609537; 7609536; 7609535; 7609534; 7609533; 7609532; 7609531; 1035458; 7609529; 7609528; 7609527; 7609526; 7609525; 7609524; 7609523; 7609522; 7609521; 7609520; 7609519; 7609518; 7609517; 7609448; 7609623; 1035457; 7609446; 7609445; 7609444; 7609443; 7609442; 7609441; 7609440; 7609439; 7609438; 7609437; 7609436; 7609435; 7609434; 7609433; 7609432; 7609431",1
"3905","Drizipera","","","",0
"3906","Tzouroulon","","","",0
"3907","Philippikos","","","",0
"3908","Diakonissa","","","",0
"3909","St Alexander","","","",0
"3910","Karpianos","","","",0
"3911","November","","","",0
"3912","Eutropios","","","",0
"3913","December","","","",0
"3914","Narses","","","",0
"3915","Eutropios","","","",0
"3916","Prate","","","7637912",1
"3917","Artake","","","",0
"3918","Gazakos","","","",0
"3919","Thebarmais","","","",0
"3920","Fire","","8055836","7240731",1
"3921","Croesus","","","",0
"3922","Lydia","","7016631","",1
"3923","Sarbarazas","","","",0
"3924","Persarmenia","","","",0
"3925","March","","","7666601; 8711795; 7646459; 7642289; 1025668; 7598621; 7077218; 7132468; 7132469; 7132467; 8707150; 7010829; 7132464; 7132463; 7626994; 7627250; 7003240; 8703805; 8702101; 7011950; 1034636; 1034777; 1100473; 7608668; 7608381; 7600148",1
"3926","Sain","","7545430; 7943035; 7936198; 7939156; 7943222; 7943592; 7935517; 8053703; 7960213; 8036547; 7934519; 7949573; 8007016; 7990823; 7928447; 8007235; 7917383; 8033977; 7964674; 8059516; 7919939; 7935950; 7718200; 8005218; 7951620; 7941346; 8055224; 7955326; 7978326; 7991959; 8035267; 7948433; 8021901; 8020898; 7950450; 8038838; 8055249; 8054802; 7983579; 7940007; 7945837; 7939667; 8625795; 7926789; 7947867; 7920249; 7966701; 8030136; 1099893; 8035270; 8026685; 8029850; 8053886; 8037351; 8625794; 7920454; 7567837; 1083203; 7952808; 7994075; 8053928; 7928105","7654547; 7156997; 4009613",1
"3927","Adraigan","","","",0
"3928","Tiphilios","","","",0
"3929","Chamaetha","","","",0
"3930","Nineveh","","7017998","",1
"3931","Razates","","","",0
"3932","Iesdem","","","",0
"3933","Beklal","","","",0
"3934","Razates","","","",0
"3935","Aram","7533814","8711751; 7978287; 8056369; 7906107; 7903612; 7943295; 7739587; 7001554","1050023",1
"3936","Darkness","","","",0
"3937","Jacobite","","","",0
"3938","Pope Theodore","","","",0
"3939","Pope Martin","","","",0
"3940","Constans","","","7655221; 7612563",1
"3941","Moses","7001247; 1135567","","7747830; 7135714; 7135715",1
"3942","Ishmael","","","7447574; 7447573",1
"3943","Abraham","","7029354","7216406; 7216405; 7216404; 7258118; 7610585",1
"3944","Ethribos","","","",0
"3945","India","","7001679; 7001717; 7001716; 7001715; 6001831; 7964153; 7000198; 7000208; 1100920; 7933619; 7558750; 7573384; 7001713; 7572773; 6006474","7000163; 7024206; 7898837; 7005435",1
"3946","Baanes","","","",0
"3947","Heraklonas","","","",0
"3948","Phan","","7018129; 1085480; 1085739; 7729691; 7722743; 6001494; 7955243; 1085622; 7016913; 1087194; 1085623; 7966465; 7005211","7119341",1
"3949","Ethribos","","","",0
"3950","Ali","7524869; 1091338; 7521404; 7520162; 7520161; 7520304; 7531284; 7520172; 7520170; 7520418; 7014970; 1087327; 7520169; 1105708; 7521131; 7529535; 7530602; 7532374; 7531749; 7521090; 1095322; 7543242; 7524591; 7524540; 7524590; 7524583; 1095405; 7520164; 7524589; 1111116; 7520302; 7524677; 7524676; 7524675; 7524674; 7524673; 7524672; 7524671; 7524875; 7524874; 7524872; 7524871; 7524868; 7532500; 7525671; 7534119; 7522671; 7522669; 7538547; 7522641; 7522635; 7522634; 7523071; 7536168; 7537019; 7532804; 7538986; 1087330; 7535966; 7524420; 7532299; 7543918; 7542746; 7542730; 7529742; 7522161; 7542252; 7543577; 7541282; 7543739; 7542329; 7528401; 7542313; 7541878; 7520171; 7530860; 7543468; 7543054; 7530874; 7520168; 7533177; 7542949; 7520303; 7533256; 7541125; 7530749; 7542481; 7532277; 7529734; 7529989; 7541815; 7533044; 7544198; 7542687; 7542432; 7541798; 7531058; 7520163; 7528922; 7528129; 7543773; 7520160; 7520158; 7520159; 7541852; 7542931; 7520429; 7540877; 7533012; 7524968; 7530155; 7530873; 7541819; 7532844; 7541403; 7541793; 7541715; 7529839; 7541882; 7530841; 7520413; 7520411; 7544327; 7524873; 7528202; 7524870; 7543627; 7541353; 7533156; 7542632; 7541945; 7520403; 7544295; 7530294; 7542944; 7541170; 7543103; 7540545; 7541840; 7528821; 7536658; 7540620; 7524821; 7540995; 7524876; 7541785; 7535523; 7535956; 7529725; 7542340; 7538372; 7540748; 7528633; 7538369; 7538368; 7538361; 7530842; 7542317; 7544202; 7530436; 7539459; 7536820; 7528779; 7536938; 7544086; 7534887; 7541543; 7535773; 7535772; 7535771; 7535770; 7535769; 7535768; 7536292; 7536291; 7536290; 7536555; 7536699; 7535767; 7535141; 7531883; 7534042; 7534041; 7526160; 7537874; 7528979; 7528980; 7528976; 7528973; 7529179; 7529167; 7529164; 7532055; 7531457; 7526863; 7538995; 7532201; 7527070; 7532646; 7532092; 7531951; 7532438; 7532648; 7527299; 7520165; 7540219; 7540415; 1095610; 7537394; 7537500; 7533343; 7529784; 7539611; 7540489; 7543250; 7541859; 7537456; 7537998; 7537999; 7537997; 7537996; 7537995; 7537967; 7538255; 7520167; 7520427; 7538155; 7526871; 7531057; 7543275; 7540798; 7522363; 7539475; 7539474; 7532252; 7532245; 7532246; 7524588; 7538371; 7520412; 7537876; 7537875; 7537872; 7537871; 7538156; 7538154; 7528707; 7528704; 7528300; 7528884; 1087554; 7528988; 7528989; 7528990; 7528991; 7528992; 7528987; 7528984; 7528985; 7529001; 7529002; 7529003; 7529004; 7529005; 7529006; 7528986; 7528982; 7528983; 7528981; 7528994; 7528995; 7528996; 7528997; 7528998; 7528999; 7529000; 7528993; 7528978; 7532065; 7528977; 7528975; 7528974; 7528893; 7529180; 7529178; 7529177; 7529176; 7529175; 7529174; 7529173; 7529172; 7529170; 7529169; 7529168; 7529166; 1094996; 8697456; 7529165; 1111276; 7529163; 7529158; 7529157; 7529156; 7529437; 7529402; 1087555; 7527283; 7527399; 7527537; 7539637; 7542920; 7529183; 7542109; 7527721; 1001056","","7058849; 1043136; 7345626; 7233570; 7058835; 7345605; 1043137; 7329789; 7230382; 7224149; 7222697; 7225845; 7217802; 7219187",1
"3951","Barbalissos","","","",0
"3952","St Maximus","","","",0
"3953","Lent","","1056386","7260562; 7630709; 7263981",1
"3954","Chaled","","","",0
"3955","Hexapolis","","","",0
"3956","Saborios","","","",0
"3957","Koloneia","","","",0
"3958","Troilos","","","",0
"3959","Dystros","","","",0
"3960","Abdelas","","","",0
"3961","Caesarius","","","",0
"3962","April","","","",0
"3963","Auph","","","",0
"3964","Kais","","","",0
"3965","Caucasus","","7016642; 1108814; 7025826; 7025824; 1109120; 1109316","",1
"3966","Berzilia","","","",0
"3967","Beregaba","","","",0
"3968","Zouber","","","",0
"3969","Holy Gethsemane","","","",0
"3970","Mansour","7520418","","",1
"3971","Mouamed","","","",0
"3972","Sabinos","","","7323023",1
"3973","Mauros","","","",0
"3974","Kallistratos","","","",0
"3975","Florus","","","",0
